GBR_ID,GBR_NAME,X_COORD,Y_COORD
20268,Baxendell Shoal,149.25952148,-20.77329445
20269,Cockermouth Reef,149.39753723,-20.77874756
20095,Seaforth Reef,149.03579712,-20.46988106
20096,Mansell Reef,149.12617493,-20.47132492
20227,Mausoleum Reef,148.93980408,-20.86069298
20228,Newry Reef,148.91867065,-20.84611511
20270A,Carlisle Reef,149.28140259,-20.8011837
20098,Brush Island Reef,149.05448914,-20.48566628
20099,Little Lindeman Reef,149.03184509,-20.4222908
20229,Red Cliff Islands Reef,148.9598999,-20.87089729
20270B,Brampton Reef,149.26695251,-20.81618309
20272,Bolton Shoal,149.28140259,-20.84342575
20273,Fantome Rocks,149.24380493,-20.86051369
20275,Wedge Island Reef,149.05889893,-20.91724777
20276,Hyde Rock Reef,149.35505676,-20.91358185
20100,Triangle Island Reef,149.11103821,-20.49005127
20101,Yellow Rock Reef,149.05995178,-20.47400475
20102A,Shaw Island Reef (No 1),149.08085632,-20.43684769
20231,Volskow Reef,149.08943176,-20.50634384
20232,Keyser Reef,149.0846405,-20.52236366
20277A,Keswick Island Reef (No 1),149.39135742,-20.91011047
20277B,Keswick Island Reef (No 2),149.40087891,-20.91851234
20277C,Keswick Island Reef (No 3),149.41296387,-20.92150688
20279A,St Bees Island Reef (No 1),149.43656921,-20.90406036
20102B,Shaw Island Reef (No 2),149.07991028,-20.45842361
20102C,Shaw Island Reef (No 3),149.07347107,-20.47439384
20102D,Shaw Island Reef (No 4),149.05836487,-20.49876213
20233,Long Rock Reef,149.08735657,-20.53328514
22015,McEwen Reef,149.59559631,-22.14301682
22016,Pilot Reef,149.60649109,-22.1531086
22017,Boyle Reef,149.84295654,-22.13786507
22018,Tide Reef,149.94042969,-22.13488007
22019,Long Island Reef,149.8684845,-22.21303177
21552,Obstruction Reef,152.46665955,-21.96283913
21556,Gannett Cay Reef,152.47738647,-21.98163605
21490,Turrum Reef,152.36972046,-21.60575485
22020,West Side Reef,149.85031128,-22.14871597
22021A,Double Rocks Reef (North),150.00804138,-22.08267212
22021B,Double Rocks Reef (South),150.00413513,-22.08652687
21495,Bacchi Reef,152.38877869,-21.63401604
21562,Turner Reef,152.5587616,-21.71955299
21564,Half Tide Reef,152.50888062,-21.77416229
21565,Bills Reef,152.59301758,-21.78662682
22024,Coal Reef,149.8646698,-22.14408112
22026,One Fathom Patch,149.75007629,-22.26446915
22027,Turtle Island Reef,149.77586365,-22.35923195
22029,Woods Reef,149.90400696,-22.47035599
22030,Shields Reef,150.37695313,-22.00405312
21497,Thomas Reef,152.34248352,-21.66396904
21566,Blu-Lion Reef,152.62745667,-21.82133293
21570,Triangle Reef,152.63557434,-21.84602356
21572,Small Lagoon Reef,152.50921631,-21.87475014
21421,Morkar Reef,150.15582275,-21.96935844
21501,Recreation Reef,152.44134521,-21.6783886
21575,Heart Reef,152.65705872,-21.89438248
21577,Central Reef,152.5219574,-21.92190361
21579,Hill Reef,152.67234802,-21.91166115
21423A,Marble Reef,150.16445923,-21.99125481
21423B,Marble Reef,150.19181824,-21.98012352
21424,Allandale Reef,150.38197327,-21.97130585
21425A,Tynemouth Island Reef (No 1),150.12490845,-22.00054932
21425B,Tynemouth Island Reef (No 2),150.13308716,-21.98811913
21505,Isobel Bennett Reef,152.34872437,-21.70672607
21582,Beacon Reef,152.68792725,-21.93577385
21584,Jenkins Reef,152.59945679,-21.95517349
21428,High Peak Reef,150.68768311,-21.95726395
21430,Morpeth Reef,150.58657837,-21.98252487
21511,Frigate Reef,152.42849731,-21.73435974
21586,Follett Reef,152.70141602,-21.96721268
21588,Wade Reef,152.64883423,-21.98545456
21589,Littles Reef,152.54344177,-21.97782898
21592,Adroit Shoal,151.04034424,-21.58355141
21431,Berwick Reef,150.66928101,-21.99077225
21432,Heralds Reef Prong,151.39674377,-21.51145363
21434,Heralds Prong No 3,151.3825531,-21.60731888
21514,Detour Reef,152.414505,-21.76066017
21593,Owens Shoal,150.21354675,-21.61403465
21435,Bell Reef,151.26031494,-21.81486893
21517,Small Reef,152.42431641,-21.77576065
21518,Price Cay Reef,152.45567322,-21.7843132
21519,Turtle Reef,152.38275146,-21.7998085
21524,Houdini Reef,152.42793274,-21.82340813
21459,Heralds Prong No 2,151.54631042,-21.70549583
21536,Mervs Reef,152.36442566,-21.89227295
21538,Emperor Reef,152.44381714,-21.8837204
21543,Long Reef,152.39266968,-21.92293739
21545,Moon Reef,152.4342041,-21.92556763
22003A,Wild Duck Island Reef (No 1),149.88702393,-21.99606133
22003B,Wild Duck Island Reef (No 2),149.86808777,-22.00758362
22005,Infelix Islets Reef,149.83076477,-22.0241642
21548,Poulson Reef,152.45889282,-21.93623352
21549,Pike Reef,152.42330933,-21.94807434
22007,North Point Cays Reef,149.81164551,-22.04288864
22008,Brooks Shoal,149.93243408,-22.02566528
22009,Barren Island Reef,149.97019958,-22.03235817
22010,Roundish Reef,149.61427307,-22.05583191
22012,South Barren Reef,149.98780823,-22.05339432
22013,Obstruction Shoals,149.93154907,-22.06221771
21396,Whites Bay Reef,150.29501343,-21.67314339
21398,West Spur Reef,150.27511597,-21.68361664
21399,East Spur Reef,150.28730774,-21.68441772
21401,Howard Islet Reef,150.31643677,-21.73255157
21402,Hixson Islet Reef,150.28936768,-21.74769211
21403A,South Island Reef (No 1),150.31620789,-21.73898125
21403B,South Island Reef (No 2),150.34436035,-21.73621368
21406,South East Islets Reef,150.42985535,-21.7577095
21128,Storm Reef,151.16723633,-21.32230186
21214,Zodiac Reef,152.04922485,-21.12125206
21305,East Cay Reef,152.56459045,-21.48348045
21414A,Bamborough Island Reef (No 1),150.10479736,-21.92339325
21414B,Bamborough Island Reef (No 2),150.11930847,-21.92155647
21415,Jeffreys Rocks Reef,150.22834778,-21.91445732
21131,Nancy Foster Reef,151.36734009,-21.36973381
21308,Temple Island Reef,149.48971558,-21.60212898
21316,West Hill Reef,149.48408508,-21.83606529
21417,Coquet Reef,150.09715271,-21.93717957
21418A,Hunter Island Reef (No 1),150.13188171,-21.95026779
21418B,Hunter Island Reef (No 2),150.14614868,-21.98266792
21235,Lavers Reef,152.01158142,-21.2201004
21317,Ferdinand Shoal,149.76760864,-21.50951195
21318,Waratah Island Reef,149.72076416,-21.51057243
21319,Waratah Shoal,149.71664429,-21.5170536
21320,Tupper Shoal,149.80168152,-21.52380371
21322,Yaralla Shoal,149.64598083,-21.58921051
21324A,Harry Shoal (North),149.82466125,-21.57322884
21324B,Harry Shoal (South),149.8177948,-21.58224297
21059,Hotspur Islets Reef,150.26831055,-21.48330307
21325,Hirst Reef,149.81271362,-21.57463837
21326,Kilgour Shoal,149.87457275,-21.59135246
21327,Wallace Reef,149.77217102,-21.60095787
21328,Tinonee Bank,149.80619812,-21.57907104
21329,Planter Shoal,149.83822632,-21.58836555
21331,Bluff Island Reef,149.86695862,-21.60451508
21241,Centenery Reef,152.33070374,-21.28257179
21333,Treble Reef,149.82698059,-21.60354614
21334,Curlew Reef,149.78314209,-21.60557938
21337,Pearl Shoal,149.75738525,-21.61088753
21338,Slattery Shoal,149.78649902,-21.62372971
21148,Patricia Mather Reef,151.68789673,-21.08218956
21339,Dinner Reef,149.81027222,-21.6282959
21340,Temple Shoal,149.50505066,-21.60247612
21341,Edwards Shoal,149.66375732,-21.65200806
21342,Blackbird Shoal,149.82588196,-21.65610695
21345,Ridge Reef,149.63824463,-21.67481613
21346,Paxton Shoal,149.67341614,-21.69802475
21347,Torch Shoal,149.54095459,-21.68803024
21348,Connor Islet Reef,149.66941833,-21.71940422
21349A,Smythe Shoals,149.8805542,-21.71228218
21349B,Emily Patches,149.83363342,-21.75271606
21350,Shag Reef,149.59126282,-21.74284935
21351,Stony Shoal,149.56417847,-21.75425339
21352,Williams Shoal,149.63389587,-21.73739815
21355,Lower Reef,149.70275879,-21.79821014
21356,Innes Reef,149.78819275,-21.8157444
21358A,Sandy Shoal (North),149.55975342,-21.82880592
21358B,Sandy Shoal (South),149.54400635,-21.84738541
21359,George Reef,149.82377625,-21.83037949
21360,Poynter Reef,149.79214478,-21.83708763
21086,Paul Reef,150.7849884,-21.33171272
21166,Twin Cays Reef (North),151.98399353,-21.21507835
21168,Twin Cays Reef (South),151.98223877,-21.22678185
21258,Mystery Reef,152.01708984,-21.37743568
21361,North Patch,149.63719177,-21.8423214
21362,Alexandra Reefs,149.62112427,-21.85416031
21363,South Patch,149.61317444,-21.86392403
21364,Lake Shoals,149.87661743,-21.89964867
21365A,Drumfish Shoal (East),149.64256287,-21.91065788
21365B,Drumfish Shoal (West),149.63064575,-21.91459274
21366,Fanning Shoal,149.51062012,-21.92835236
21172,Riptide Reef,151.8458252,-21.24135208
21173,Mullers Reef,151.55389404,-21.2991333
21367,Red Clay Reef,149.64859009,-21.93179321
21368,Boomerang Shoals,149.9609375,-21.91851616
21369,Middle Shoal,149.73028564,-21.94313431
21370,Beware Reef,149.66061401,-21.95002556
21372,Bald Reef,149.57846069,-21.95653534
21373,Reef Islet Reef,149.59939575,-21.95823097
21374,West Reef,149.67950439,-21.95907402
21375,Holt Shoal,149.81948853,-21.96968269
21377,Channel Island Reef,149.89337158,-21.97016716
21378,Aquila Reef,149.5740509,-21.98191833
21379,Avoid Reef,149.66387939,-21.9777813
21274,Perkins Reef,152.62423706,-21.03944397
21380,Park Shoal,149.87963867,-21.98472214
21381,Falcon Island Reef,149.87854004,-21.98041344
21382,Turn Island Reef,149.8117981,-21.98962402
21383,Race Rocks Reef,149.84802246,-21.98963737
21280,Elusive Reef,152.77561951,-21.10882568
21386,Pine Peak Reef,150.25845337,-21.51895905
21387,Sphinx Reef,150.15148926,-21.52507019
21389,Middle Island Reef,150.24728394,-21.61848259
21391,Pine Islets Reef,150.22001648,-21.65265083
21391D,Pine Islets (No 4),150.22433472,-21.65774345
21392,Walter Reef,150.34048462,-21.65066719
21394,North East Reef,150.33010864,-21.66446686
99475,Bayag Reef,143.25144958,-10.56016731
99300,Alpha Reef,142.51924133,-10.61234856
99302,Kagar Reef,142.91264343,-10.59951687
99303A,Mount Adolphus (Mori) Island Reef (No 1),142.64582825,-10.6229496
99303B,Mount Adolphus (Mori) Island Reef (No 2),142.65339661,-10.6502285
99303C,Mount Adolphus (Mori) Island Reef (No 3),142.64463806,-10.63807487
99506,Asp Shoals,142.37261963,-10.62128639
99304,Morilug Reef,142.68212891,-10.64336491
99305,Kai-Damun Reef,142.84977722,-10.65218353
99311,Akone Reef,142.66995239,-10.66781425
99406,Gubmarau Reef,143.31996155,-10.38750362
99415,Susur Reef,143.24757385,-10.4130106
99425,Beresford Shoals,142.34686279,-10.4510088
20006,Passage Islet Reef,148.44236755,-20.06514931
11222A,Middle Banks,143.50505066,-11.76433372
99436,Au-Masig Reef,143.29127502,-10.47605515
99439,Alert Patches,142.35360718,-10.4849968
99453,Reeves Shoal,142.44544983,-10.52763081
99455A,Bungaree Shoals (No 1),142.61761475,-10.51681709
99455B,Bungaree Shoals (No 2),142.60820007,-10.53341198
99455C,Bungaree Shoals (No 3),142.59187317,-10.5338068
99461,Wap Reef,143.35455322,-10.53966808
23050,Wilson Island Reef,151.89030457,-23.29052353
23051,Wreck Island Reef,151.96539307,-23.33036804
24006,Red Rocks Reef,151.95077515,-24.26165771
22082,Delcomyn Reef,150.76344299,-22.44829369
22083,Entrance Island Reef,150.77381897,-22.47928238
22086,Wilson Reef,152.44837952,-22.01743889
22167,Earl Banks,150.40493774,-22.32661629
23052A,Heron Reef,151.97113037,-23.44615173
23053,Wistari Reef,151.87670898,-23.46987534
24008,Lady Elliot Island Reef,152.71542358,-24.11328316
24009A,Herald Patches (No 1),152.66725159,-24.20955276
24009B,Herald Patches (No 2),152.74205017,-24.20573807
24009C,Herald Patches (No 3),152.75134277,-24.21541977
24011,Porpoise Shoal,153.14909363,-24.64278793
24012,Long Shoal,153.12510681,-24.52519226
23054,Sykes Reef,152.03375244,-23.43322182
23055A,One Tree Island Reef,152.06114197,-23.4956665
23056,Rundle Reef,151.27566528,-23.53397751
22090,Chesterman Reef,152.42874146,-22.04010582
22093,Abrahams Reef,152.48748779,-22.10082817
22094,Herald No 1,152.25547791,-22.09478951
23057,Bass Shoals,151.27149963,-23.55726433
23058,Keppel Rocks Reef,151.04977417,-23.43000603
23059A,Curtis Island Reef (No 1),151.02030945,-23.45039749
23059B,Curtis Island Reef (No 2),151.06239319,-23.44907761
23059C,Curtis Island Reef (No 3),151.28105164,-23.67568588
23059D,Curtis Island Reef (No 4),151.30781555,-23.748106
23060,Rat Reef,151.31787109,-23.76475906
23061A,North Point Reef (Facing Island Reef),151.33428955,-23.75416183
23061B,Facing Island Reef (No 2),151.32672119,-23.76521111
23061C,Pearl Ledge (Facing Island Reef No 3),151.36373901,-23.8014431
23061D,Facing Island Reef (No 4),151.38169861,-23.83031845
22031,Alnwick Reef,150.38522339,-22.01322174
22032,Hexham Reef,150.36723328,-22.01821327
22033,Danger Reef,150.1618042,-22.00987434
22099,Hackie Reef,152.41433716,-22.26186752
23061E,East Point Ledge (Facing Island Reef),151.39326477,-23.85713768
23061F,Facing Island Reef (No 6),151.378479,-23.87968254
23062,Manning Reef,151.35610962,-23.85565186
23064,Sable Chief Rocks Reef,151.38822937,-23.81376076
23065A,East Banks (East),151.39343262,-23.90062332
23065B,East Banks (West),151.41526794,-23.89655304
23066,Curtis Rock Reef,151.48129272,-23.93275642
23067A,Seal Rocks Reef (No 1),151.4941864,-23.95011902
23067B,Seal Rocks Reef (No 2),151.48506165,-23.96214294
23067C,Seal Rocks Reef (No 3),151.48217773,-23.97415543
22034,Otterbourne Reef,150.28771973,-22.02418709
22035,Two Round Rocks Reef,150.09788513,-22.03081703
22036,Steep Reef,150.4506073,-22.03599739
22037,Low Island Reef,150.09828186,-22.04639244
22038,Clara Island Reef,150.22903442,-22.30719376
22102,Chinaman Reef,152.65826416,-22.0051918
22103,Half Moon Reef,152.72612,-22.01127243
22104A,Horseshoe Reef (No 1),152.58039856,-22.04248619
22104B,Horseshoe Reef (No 2),152.56454468,-22.0443325
22104C,Horseshoe Reef (No 3),152.57243347,-22.05807686
23001,Conical Rocks Reef,150.8769989,-23.03621864
23002,Corroboree (Te-ri-mul) Reef,150.87962341,-23.04696274
23068,Erskine Reef,151.77363586,-23.50185394
23069,Mast Head Reef,151.72671509,-23.52691841
23070,Irving Reef,151.62731934,-23.53884888
22040,Donovan Shoal,150.27516174,-22.15557671
22041,North Rock Reef,150.35597229,-22.17988205
22042,Mumford Reef,150.36090088,-22.19195747
22043,White Rocks Reef,150.25120544,-22.20283699
22044,Ten Pin Reef,150.35214233,-22.20464134
22045,Holt Island Reef,150.37442017,-22.20710564
22108,Ron Isbel Reef,152.63096619,-22.06573105
22109,Sanctuary Reef,152.67567444,-22.06676674
23004A,North Keppel (Ko-no-mie) Island Reef (No 1),150.90046692,-23.06347847
23004B,North Keppel (Ko-no-mie) Island Reef (No 2),150.89289856,-23.08244133
23005,Pumpkin Reef,150.89866638,-23.09467316
23006,Square Rocks Reef,150.88470459,-23.09677124
23007,Sloping Reef,150.89718628,-23.09815407
23071,Polmaise Reef,151.67791748,-23.55586243
23072,Rock Cod Shoal,151.61776733,-23.67429924
22047A,Ripple Island Reef (No 1),150.4389801,-22.20445824
22047B,Ripple Island Reef (No 2),150.42280579,-22.21774101
22047C,Ripple Island Reef (No 3),150.43809509,-22.2144146
22048,Harrison Reef,150.41181946,-22.21735001
22116,Hook Reef,152.74171448,-22.09586525
23008,Man And Wife (Ban-ka-boo-la-re) Rocks Reef,150.9916687,-23.11747551
23009,Miall (Ma-ma-lon-bi) Reef,150.90542603,-23.14964104
23010,Middle (Ba-la-ba) Island Reef,150.91575623,-23.16776657
23011,Bluff Rock Reef,150.80419922,-23.17276382
23012A,Great Keppel (Wop-pa) Island Reef (No 1),150.95765686,-23.15748978
23076,Lamont Reef,152.0274353,-23.59870148
23077,Fitzroy Reef,152.14743042,-23.63306427
22049,Lingham Reef,150.27001953,-22.22875595
22050,Turn Shoal,150.23266602,-22.20960617
22052,Collins Reef,150.30755615,-22.23665047
22121,Sinker Reef,152.74615479,-22.11695099
22122,Junior Reef,152.53179932,-22.1481514
22124,Taiwan Reef,152.76055908,-22.15019226
23012B,Great Keppel (Wop-pa) Island Reef (No 2),150.97557068,-23.1511116
23012C,Great Keppel (Wop-pa) Island Reef (No 3),150.98612976,-23.17248726
23012D,Great Keppel (Wop-pa) Island Reef (No 4),150.96603394,-23.18922997
23012E,Great Keppel (Wop-pa) Island Reef (No 5),150.93466187,-23.18856049
23078,Llewellyn Reef,152.18093872,-23.69460678
23079,Boult Reef,152.27194214,-23.75748634
23080,Hoskyn Islands Reef,152.28726196,-23.8077755
22053A,Leicester Island Reef (No 1),150.43449402,-22.24900055
22053B,Leicester Island Reef (No 2),150.41915894,-22.29171562
22054,Cape Island Reef,150.47409058,-22.20664406
22055,White Shoal,150.28445435,-22.19483948
22130,Gater Reef,152.69818115,-22.17048645
22131,Sunray Reef,152.76132202,-22.18341255
23014,Halfway Island Reef,150.96990967,-23.20013618
23016,Humpy (Bur-ye-Bur-ye) Reef,150.96768188,-23.21115875
23017,Pelican Island Reef,150.87335205,-23.24311829
23081,Fairfax Islands Reef,152.36096191,-23.86657143
22056,Osborn Reef,150.2288208,-22.28556442
22057,Blind Reef,150.29214478,-22.28166962
22058,Master Rocks Reef,150.28393555,-22.33703995
22060,Edward Island Reef,150.30178833,-22.30827332
22061,Sun Reef,150.23995972,-22.30942726
22133,Sandshoe Reef,152.75704956,-22.20902634
23019,Wedge Island Reef,150.88639832,-23.27748299
23020,Mother Macgregor Reef,150.8263092,-23.2846508
23022,Round Rock Reef,150.83045959,-23.30085564
23023,Divided Reef,150.92222595,-23.30302429
23024,Flat Rock Reef,150.84863281,-23.3140049
23025,Split Rock Reef,150.92990112,-23.33209991
23082A,Lady Musgrave Reef,152.38720703,-23.90178299
23084,Farmers Reef,151.31813049,-23.77182007
23085,Turtle Island Reef,151.26489258,-23.79853249
22062,Swan Reef,150.20462036,-22.32010651
22063,Marquis Reef,150.45228577,-22.30839729
22064,Bay Island Reef,150.31370544,-22.32761955
22065,Round Rock Ledges,150.45906067,-22.35005379
22140,Sweetlip Reef,152.73731995,-22.27070427
22141,Dicks Reef,152.66279602,-22.30785561
23026,Peak Reef,150.93766785,-23.3489666
23027,Arch Reef,150.94316101,-23.3606739
23028,Girt Reef,150.81385803,-23.35746956
23029,Quartz Reef,150.85803223,-23.42201424
23030,The Child Reef,151.08505249,-23.15463829
23086,Bushy Island Reef,151.33810425,-23.83421516
23090,Stuart Shoal,152.46458435,-23.87102699
22066,Connor Rock Reef,150.32759094,-22.35583687
22067,Akens Reef,150.26795959,-22.35756111
22069,Tweed Reef,150.64506531,-22.00650597
22145,Hixson Cay Reef,152.73062134,-22.34350204
22146A,Twins Reef (West),152.54454041,-22.3670311
22146B,Twins Reef (East),152.56051636,-22.37986755
23031A,Barren (A-rum-mi) (First Lump) Reef (No 1),151.07069397,-23.16266632
23031B,Barren (A-rum-mi) (First Lump) Reef (No 2),151.07897949,-23.16329956
23033,Egg Reef,151.10040283,-23.19775391
23034,Lisa Jane Shoals,151.08569336,-23.29105759
23035,Jabiru Shoals,151.06906128,-23.34667397
23036,Hummocky Reef,151.15414429,-23.4000721
22070,Rothbury Reef,150.64956665,-22.02905846
22071,Cheviot Reef,150.67242432,-22.08842659
22073,Raynham Reef,150.540802,-22.2659111
22074,Pelican Rock Reef,150.25891113,-22.34176254
22147B,South Hixson Reef,152.71989441,-22.35609627
22148A,Howard Patch (No 1),152.59686279,-22.3952713
22148B,Howard Patch (No 2),152.65293884,-22.3807354
22148C,Howard Patch (No 3),152.61279297,-22.37690735
23037,Ship Rock Reef,151.18359375,-23.40786171
23038,Fairway Rock Reef,151.16886902,-23.41720963
23039,Timandra Bank,151.02453613,-23.4292984
23041,Innamincka Shoal,151.83343506,-23.00548744
23042A,Haberfield Shoal,151.7779541,-23.03224754
22075,Clara Group Reef,150.71580505,-22.33778381
22076,Brown Reef,150.68203735,-22.35803413
22077,Triangular Reef,150.50758362,-22.38270569
22149,Quoin Reef,150.79794312,-22.56382942
22152,Perforated (Peak) Reef,150.95962524,-22.65620041
22153,Flat Island Reef,150.99430847,-22.73053741
22154,Five Rocks Reef,150.81163025,-22.79780006
23042B,Guthrie Shoal,151.84333801,-23.04942131
23043,Johnson Patch,151.59663391,-23.07773399
23044,Douglas Shoal,151.66712952,-23.09139442
23045A,North Reef (North),151.90402222,-23.18507195
22078,Island Head Reef,150.65988159,-22.33389854
22079,Split Island Reef,150.74176025,-22.40484238
22080,Dome Reef,150.74647522,-22.41151047
22156,Karamea Bank,151.5401001,-22.64430237
22157,Barcoo Bank,151.6587677,-22.85585213
22158,Moresby Bank,151.77133179,-22.84694099
22159,Edgell Bank,151.77529907,-22.88311386
22160,Goodwin Shoal,151.72375488,-22.91066933
22161,Archer Shoal,152.67381287,-22.61344719
22163,Round Island Reef,150.77062988,-22.51808167
23045B,North Reef (South),151.88774109,-23.20534706
23046,Tryon Reef,151.78274536,-23.24594116
23047,Brew Shoal,151.76174927,-23.25719452
23048,Broomfield Reef,151.94029236,-23.26951599
23049,North West Island Reef,151.77075195,-23.29514885
11244E,Great Detached Reef (No 5),143.97679138,-11.73175335
